scorer,Vivian-Gunawan,Vivian-Gunawan,Vivian-Gunawan,Vivian-Gunawan,Vivian-Gunawan,Vivian-Gunawan,Vivian-Gunawan,Vivian-Gunawan
labeled-data/pursuit-14_days_post_TN_C57-5-2/img2485.png,794.9485564224777,213.826215124928,674.1725765809525,140.3813625185951,781.8916937369074,171.39141139682454,760.6742918728557,202.40146027505398
labeled-data/pursuit-14_days_post_TN_C57-5-2/img2639.png,,,618.6809101672787,135.48503901150616,,,499.5370381614498,153.4382252041654
labeled-data/pursuit-14_days_post_TN_C57-5-2/img2977.png,543.6039497252495,631.6458210631774,628.4735571814565,532.0872430857039,571.3497829320864,638.1742524059625,553.3965967394273,603.8999878563407
labeled-data/pursuit-14_days_post_TN_C57-5-2/img3598.png,507.6975773399313,461.9066061507636,613.7845866601899,564.7293997996296,512.5939008470201,512.5019490573485,545.2360575609458,481.49190017911906
labeled-data/pursuit-14_days_post_TN_C57-5-2/img3830.png,,,654.5872825525971,182.81616624669857,698.6541941163969,107.73920580466927,734.5605665017151,119.1639606545433
labeled-data/pursuit-14_days_post_TN_C57-5-2/img3937.png,507.6975773399313,88.15391177631386,615.4166944958862,195.87302893226877,528.914979203983,137.11714684720243,559.9250280822124,124.06028416163224
labeled-data/pursuit-14_days_post_TN_C57-5-2/img4102.png,732.9284586660189,488.0203315219042,700.2863019520931,347.65905765202353,760.6742918728557,458.64239047937104,726.4000273232336,465.1708218221562
labeled-data/pursuit-14_days_post_TN_C57-5-2/img4546.png,638.2662041956341,332.97008713075695,528.914979203983,225.25096997480193,623.5772336743676,295.4316069097423,607.2561553174047,324.80954795227547
labeled-data/pursuit-14_days_post_TN_C57-5-2/img4703.png,760.6742918728557,32.66224536264008,731.2963508303226,158.33454871125423,732.9284586660189,89.78601961201014,783.5238015726037,93.05023528340269
labeled-data/pursuit-14_days_post_TN_C57-5-2/img5257.png,669.2762530738637,378.669106530253,744.3532135158929,502.7093020431708,677.4367922523451,411.3112632441787,703.5505176234857,396.6222927229121
labeled-data/pursuit-14_days_post_TN_C57-5-2/img6173.png,654.5872825525971,32.66224536264008,603.9919396460122,151.80611736846902,610.5203709887974,81.62548043352876,656.2193903882934,83.25758826922504
labeled-data/pursuit-14_days_post_TN_C57-5-2/img6493.png,499.5370381614498,602.2678800206443,607.2561553174047,463.53871398645987,540.339734053857,585.9468016636814,519.1223321898052,559.8330762925409
labeled-data/pursuit-14_days_post_TN_C57-5-2/img7408.png,679.0689000880413,550.040429278363,752.5137526943743,470.067145329245,719.8715959804485,576.1541546495037,710.0789489662708,532.0872430857039
labeled-data/pursuit-14_days_post_TN_C57-5-2/img7949.png,538.7076262181607,228.5151856461946,574.613998603479,111.00342147606193,564.8213515893012,200.7693524393577,533.8113027110718,192.60881326087622
labeled-data/pursuit-14_days_post_TN_C57-5-2/img8191.png,628.4735571814565,117.53185281884703,670.90836090956,264.42155803151286,648.0588512098119,155.07033303986168,674.1725765809525,130.58871550441734
labeled-data/pursuit-14_days_post_TN_C57-5-2/img8734.png,695.3899784450042,58.775970733780696,700.2863019520931,236.67572482467597,672.5404687452562,117.53185281884703,723.1358116518411,102.84288229758045
labeled-data/pursuit-14_days_post_TN_C57-5-3/img0020.png,661.1157138953822,238.30783266037224,752.5137526943743,177.91984273960963,705.182625459182,239.93994049606852,700.2863019520931,205.66567594644653
labeled-data/pursuit-14_days_post_TN_C57-5-3/img0265.png,546.8681653966421,543.5119979355779,564.8213515893012,394.99018488721583,569.7176750963902,517.3982725644373,533.8113027110718,512.5019490573485
labeled-data/pursuit-14_days_post_TN_C57-5-3/img0497.png,494.640714654361,612.060527034822,608.888263153101,541.8798900998817,537.0755183824645,613.6926348705183,517.4902243541089,589.2110173350741
labeled-data/pursuit-14_days_post_TN_C57-5-3/img1515.png,711.7110568019671,352.55538115911236,603.9919396460122,279.11052855277944,705.182625459182,300.32793041683124,674.1725765809525,323.1774401165792
labeled-data/pursuit-14_days_post_TN_C57-5-3/img2112.png,,,693.7578706093079,336.2343028021495,790.0522329153889,380.30121436594925,773.731154558426,409.6791554084824
labeled-data/pursuit-14_days_post_TN_C57-5-3/img2856.png,,,615.4166944958862,163.23087221834305,524.0186556968941,104.47499013327672,532.1791948753755,75.09704909074355
labeled-data/pursuit-14_days_post_TN_C57-5-3/img3400.png,514.2260086827164,623.485281884696,620.313018002975,527.1909195786151,543.6039497252495,616.9568505419109,519.1223321898052,595.7394486778592
labeled-data/pursuit-14_days_post_TN_C57-5-3/img4317.png,793.3164485867815,590.8431251707702,672.5404687452562,550.040429278363,775.3632623941223,579.4183703208962,765.5706153799446,607.1642035277332
labeled-data/pursuit-14_days_post_TN_C57-5-3/img4657.png,,,768.8348310513371,192.60881326087622,739.456890008804,93.05023528340269,765.5706153799446,107.73920580466927
labeled-data/pursuit-14_days_post_TN_C57-5-3/img4992.png,489.74439114727204,274.2142050456906,648.0588512098119,259.52523452442404,528.914979203983,275.8463128813869,524.0186556968941,236.67572482467597
labeled-data/pursuit-14_days_post_TN_C57-5-3/img5270.png,,,644.7946355384194,140.3813625185951,533.8113027110718,138.74925468289882,540.339734053857,104.47499013327672
labeled-data/pursuit-14_days_post_TN_C57-5-3/img5801.png,483.21595980448694,403.1507240656973,595.8314004675308,445.5855277938007,517.4902243541089,416.2075867512675,524.0186556968941,380.30121436594925
labeled-data/pursuit-14_days_post_TN_C57-5-3/img6223.png,,,510.96179301132383,491.28454719329676,559.9250280822124,577.7862624852,538.7076262181607,610.4284191991258
labeled-data/pursuit-14_days_post_TN_C57-5-3/img6774.png,470.15909711891663,616.9568505419109,577.8782142748715,527.1909195786151,524.0186556968941,618.5889583776072,514.2260086827164,581.0504781565926
labeled-data/pursuit-14_days_post_TN_C57-5-3/img7152.png,669.2762530738637,205.66567594644653,538.7076262181607,275.8463128813869,633.3698806885453,199.13724460366143,649.6909590455082,226.88307781049832
labeled-data/pursuit-14_days_post_TN_C57-5-3/img7316.png,,,708.4468411305745,275.8463128813869,762.306399708552,359.08381250189757,734.5605665017151,377.0369986945567
labeled-data/pursuit-14_days_post_TN_C57-5-3/img7529.png,643.1625277027231,94.68234311909907,546.8681653966421,212.19410728923174,600.7277239746196,101.21077446188417,623.5772336743676,135.48503901150616
labeled-data/pursuit-14_days_post_TN_C57-5-3/img8100.png,613.7845866601899,243.20415616746118,537.0755183824645,151.80611736846902,605.6240474817084,207.2977837821428,582.7745377819605,231.77940131758714
labeled-data/pursuit-14_days_post_TN_C57-5-3/img8300.png,,,631.737772852849,492.91665502899303,688.8615471022191,571.2578311424148,680.7010079237376,608.7963113634294
labeled-data/pursuit-14_days_post_TN_C57-5-3/img8862.png,525.6507635325904,93.05023528340269,561.5571359179087,221.98675430340938,510.96179301132383,133.85293117580989,551.764488903731,124.06028416163224
labeled-data/pursuit-14_days_post_TN_C57-5-4/img0013.png,519.1223321898052,189.34459758948367,571.3497829320864,97.94655879049162,550.1323810680346,189.34459758948367,538.7076262181607,158.33454871125423
labeled-data/pursuit-14_days_post_TN_C57-5-4/img0890.png,675.8046844166488,107.73920580466927,579.5103221105678,186.08038191809112,643.1625277027231,99.5786666261879,666.012037402471,125.69239199732851
labeled-data/pursuit-14_days_post_TN_C57-5-4/img1742.png,732.9284586660189,347.65905765202353,,,750.881644858678,401.51861623000093,773.731154558426,357.4517046662012
labeled-data/pursuit-14_days_post_TN_C57-5-4/img2225.png,540.339734053857,421.10391025835645,605.6240474817084,510.8698412216522,538.7076262181607,468.43503749354875,571.3497829320864,453.74606697228216
labeled-data/pursuit-14_days_post_TN_C57-5-4/img2985.png,577.8782142748715,448.84974346519334,607.2561553174047,615.3247427062146,556.6608124108199,497.8129785360819,605.6240474817084,499.4450863717782
labeled-data/pursuit-14_days_post_TN_C57-5-4/img3171.png,729.6642429946263,272.58209720999434,600.7277239746196,168.127195725432,703.5505176234857,235.0436169889797,683.9652235951303,266.05366586720913
labeled-data/pursuit-14_days_post_TN_C57-5-4/img3687.png,484.8480676401832,243.20415616746118,543.6039497252495,380.30121436594925,501.1691459971461,290.5352834026535,528.914979203983,261.1573423601203
labeled-data/pursuit-14_days_post_TN_C57-5-4/img4194.png,666.012037402471,499.4450863717782,,,620.313018002975,532.0872430857039,656.2193903882934,556.5688606211482
labeled-data/pursuit-14_days_post_TN_C57-5-4/img4549.png,711.7110568019671,615.3247427062146,,,672.5404687452562,563.0972919639335,651.3230668812045,612.060527034822
labeled-data/pursuit-14_days_post_TN_C57-5-4/img4755.png,703.5505176234857,11.444843498588398,652.9551747169007,159.9666565469505,667.6441452381673,62.040186405173245,710.0789489662708,71.832833419351
labeled-data/pursuit-14_days_post_TN_C57-5-4/img5174.png,559.9250280822124,613.6926348705183,692.1257627736117,532.0872430857039,599.0956161389233,615.3247427062146,579.5103221105678,587.5789094993777
labeled-data/pursuit-14_days_post_TN_C57-5-4/img6007.png,579.5103221105678,104.47499013327672,510.96179301132383,195.87302893226877,540.339734053857,109.37131364036566,561.5571359179087,143.64557818998765
labeled-data/pursuit-14_days_post_TN_C57-5-4/img6506.png,605.6240474817084,546.7762136069705,708.4468411305745,443.9534199581044,648.0588512098119,541.8798900998817,620.313018002975,519.0303804001337
labeled-data/pursuit-14_days_post_TN_C57-5-4/img6646.png,510.96179301132383,582.6825859922889,581.1424299462642,481.49190017911906,541.9718418895533,569.6257233067186,506.0654695042349,546.7762136069705
labeled-data/pursuit-14_days_post_TN_C57-5-4/img7066.png,692.1257627736117,208.92989161783908,528.914979203983,174.6556270682171,666.012037402471,171.39141139682454,652.9551747169007,215.4583229606243
labeled-data/pursuit-14_days_post_TN_C57-5-4/img7232.png,488.11228331157577,114.26763714745448,608.888263153101,176.28773490391336,496.27282249005725,145.27768602568392,512.5939008470201,112.6355293117582
labeled-data/pursuit-14_days_post_TN_C57-5-4/img7524.png,775.3632623941223,145.27768602568392,639.8983120313305,217.09043079632056,745.9853213515892,132.2208233401136,760.6742918728557,161.59876438264678
labeled-data/pursuit-14_days_post_TN_C57-5-4/img7694.png,572.9818907677827,582.6825859922889,729.6642429946263,603.8999878563407,602.3598318103159,630.0137132274812,607.2561553174047,587.5789094993777
labeled-data/pursuit-14_days_post_TN_C57-5-4/img8084.png,571.3497829320864,107.73920580466927,574.613998603479,223.61886213910566,540.339734053857,158.33454871125423,581.1424299462642,158.33454871125423
labeled-data/pursuit-14_days_post_TN_C57-5-4/img8379.png,,,613.7845866601899,479.8597923434228,659.4836060596859,600.635772184948,625.209341510064,610.4284191991258
labeled-data/pursuit-14_days_post_TN_C57-5-5/img0169.png,577.8782142748715,164.86298005403933,528.914979203983,293.799499074046,537.0755183824645,199.13724460366143,579.5103221105678,217.09043079632056
labeled-data/pursuit-14_days_post_TN_C57-5-5/img0692.png,628.4735571814565,553.3046449497557,724.7679194875374,527.1909195786151,666.012037402471,597.3715565135554,679.0689000880413,546.7762136069705
labeled-data/pursuit-14_days_post_TN_C57-5-5/img0856.png,458.7343422690426,332.97008713075695,597.4635083032271,373.77278302316415,522.3865478611979,367.24435168037894,528.914979203983,313.38479310240143
labeled-data/pursuit-14_days_post_TN_C57-5-5/img0969.png,,,577.8782142748715,492.91665502899303,592.5671847961381,582.6825859922889,563.189243753605,605.5320956920368
labeled-data/pursuit-14_days_post_TN_C57-5-5/img1329.png,,,623.5772336743676,523.9267039072225,690.4936549379154,579.4183703208962,682.3331157594339,616.9568505419109
labeled-data/pursuit-14_days_post_TN_C57-5-5/img1642.png,718.2394881447523,282.374744224172,692.1257627736117,145.27768602568392,745.9853213515892,251.36469534594255,713.3431646376634,239.93994049606852
labeled-data/pursuit-14_days_post_TN_C57-5-5/img1999.png,672.5404687452562,484.7561158505116,,,680.7010079237376,530.4551352500077,713.3431646376634,510.8698412216522
labeled-data/pursuit-14_days_post_TN_C57-5-5/img2459.png,683.9652235951303,481.49190017911906,,,667.6441452381673,519.0303804001337,714.9752724733597,504.34140987886707
labeled-data/pursuit-14_days_post_TN_C57-5-5/img4084.png,,,643.1625277027231,553.3046449497557,,,,
labeled-data/pursuit-14_days_post_TN_C57-5-5/img4453.png,646.4267433741156,186.08038191809112,621.9451258386713,324.80954795227547,607.2561553174047,207.2977837821428,648.0588512098119,212.19410728923174
labeled-data/pursuit-14_days_post_TN_C57-5-5/img4645.png,698.6541941163969,409.6791554084824,659.4836060596859,543.5119979355779,682.3331157594339,443.9534199581044,718.2394881447523,450.4818513008896
labeled-data/pursuit-14_days_post_TN_C57-5-5/img4819.png,579.5103221105678,452.1139591365859,657.8514982239897,551.6725371140594,594.1992926318344,497.8129785360819,625.209341510064,474.9634688363339
labeled-data/pursuit-14_days_post_TN_C57-5-5/img5009.png,643.1625277027231,332.97008713075695,695.3899784450042,238.30783266037224,685.5973314308266,300.32793041683124,652.9551747169007,279.11052855277944
labeled-data/pursuit-14_days_post_TN_C57-5-5/img5639.png,723.1358116518411,512.5019490573485,,,719.8715959804485,551.6725371140594,754.1458605300705,536.9835665927928
labeled-data/pursuit-14_days_post_TN_C57-5-5/img6186.png,670.90836090956,600.635772184948,770.4669388870334,514.1340568930448,713.3431646376634,595.7394486778592,698.6541941163969,566.361507635326
labeled-data/pursuit-14_days_post_TN_C57-5-5/img6859.png,594.1992926318344,633.2779288988738,662.7478217310785,572.8899389781111,631.737772852849,651.231115091533,628.4735571814565,603.8999878563407
labeled-data/pursuit-14_days_post_TN_C57-5-5/img7621.png,,,697.0220862807005,159.9666565469505,776.9953702298186,60.40807856947697,799.8448799295666,97.94655879049162
labeled-data/pursuit-14_days_post_TN_C57-5-5/img8258.png,760.6742918728557,461.9066061507636,666.012037402471,517.3982725644373,734.5605665017151,476.5955766720302,755.7779683657668,502.7093020431708
labeled-data/pursuit-14_days_post_TN_C57-5-5/img8834.png,515.8581165184127,559.8330762925409,644.7946355384194,579.4183703208962,543.6039497252495,603.8999878563407,559.9250280822124,559.8330762925409
labeled-data/pursuit-14_days_post_TN_C57-5-6/img0008.png,762.306399708552,545.1441057712743,697.0220862807005,625.1173897203923,788.4201250796926,569.6257233067186,816.1659582865294,584.3146938279851
labeled-data/pursuit-14_days_post_TN_C57-5-6/img0135.png,605.6240474817084,303.5921460882238,652.9551747169007,455.37817480797844,599.0956161389233,349.2911654877198,638.2662041956341,342.7627341449346
labeled-data/pursuit-14_days_post_TN_C57-5-6/img0224.png,572.9818907677827,130.58871550441734,514.2260086827164,267.6857737029054,522.3865478611979,142.01347035429137,558.2929202465161,159.9666565469505
labeled-data/pursuit-14_days_post_TN_C57-5-6/img0409.png,790.0522329153889,633.2779288988738,654.5872825525971,545.1441057712743,767.2027232156408,608.7963113634294,754.1458605300705,638.1742524059625
labeled-data/pursuit-14_days_post_TN_C57-5-6/img0595.png,757.4100762014632,368.8764595160752,680.7010079237376,502.7093020431708,724.7679194875374,390.093861380127,750.881644858678,404.7828319013936
labeled-data/pursuit-14_days_post_TN_C57-5-6/img0632.png,819.430173957922,385.1975378730381,679.0689000880413,457.01028264367477,760.6742918728557,396.6222927229121,785.1559094083,439.0570964510156
labeled-data/pursuit-14_days_post_TN_C57-5-6/img0914.png,631.737772852849,399.88650839430466,527.2828713682867,458.64239047937104,597.4635083032271,377.0369986945567,607.2561553174047,419.4718024226602
labeled-data/pursuit-14_days_post_TN_C57-5-6/img1446.png,501.1691459971461,450.4818513008896,654.5872825525971,527.1909195786151,533.8113027110718,489.6524393576005,543.6039497252495,457.01028264367477
labeled-data/pursuit-14_days_post_TN_C57-5-6/img1543.png,706.8147332948782,97.94655879049162,602.3598318103159,186.08038191809112,675.8046844166488,101.21077446188417,700.2863019520931,132.2208233401136
labeled-data/pursuit-14_days_post_TN_C57-5-6/img1698.png,520.7544400255015,396.6222927229121,571.3497829320864,275.8463128813869,545.2360575609458,380.30121436594925,515.8581165184127,365.61224384468267
labeled-data/pursuit-14_days_post_TN_C57-5-6/img1787.png,519.1223321898052,633.2779288988738,600.7277239746196,510.8698412216522,548.5002732323384,616.9568505419109,510.96179301132383,600.635772184948
labeled-data/pursuit-14_days_post_TN_C57-5-6/img2032.png,453.8380187619538,122.42817632593585,543.6039497252495,140.3813625185951,499.5370381614498,155.07033303986168,509.32968517562756,102.84288229758045
labeled-data/pursuit-14_days_post_TN_C57-5-6/img2178.png,,,672.5404687452562,492.91665502899303,765.5706153799446,535.3514587570965,752.5137526943743,563.0972919639335
labeled-data/pursuit-14_days_post_TN_C57-5-6/img2599.png,670.90836090956,548.4083214426669,760.6742918728557,499.4450863717782,698.6541941163969,569.6257233067186,695.3899784450042,535.3514587570965
labeled-data/pursuit-14_days_post_TN_C57-5-6/img2956.png,682.3331157594339,541.8798900998817,770.4669388870334,496.18087070038564,721.5037038161448,561.4651841282371,710.0789489662708,527.1909195786151
labeled-data/pursuit-14_days_post_TN_C57-5-6/img4709.png,682.3331157594339,572.8899389781111,762.306399708552,501.0771942074745,710.0789489662708,577.7862624852,703.5505176234857,541.8798900998817
labeled-data/pursuit-14_days_post_TN_C57-5-6/img5139.png,,,775.3632623941223,492.91665502899303,700.2863019520931,558.2009684568445,688.8615471022191,527.1909195786151
labeled-data/pursuit-14_days_post_TN_C57-5-6/img6622.png,,,750.881644858678,501.0771942074745,697.0220862807005,581.0504781565926,672.5404687452562,561.4651841282371
labeled-data/pursuit-14_days_post_TN_C57-5-6/img8304.png,697.0220862807005,590.8431251707702,747.6174291872854,497.8129785360819,731.2963508303226,574.5220468138075,698.6541941163969,564.7293997996296
